45.00000	515.64276
45.50000	525.50946
46.00000	536.24469
46.50000	547.08722
47.00000	558.84943
47.50000	570.99805
48.00000	583.86206
48.50000	597.39111
49.00000	610.86615
49.50000	624.23291
50.00000	637.44904
50.50000	649.78772
51.00000	662.12646
51.50000	672.96753
52.00000	683.74713
52.50000	692.52539
53.00000	700.72162
53.50000	707.61719
54.00000	713.60449
54.50000	719.15283
55.00000	724.05072
55.50000	728.83411
56.00000	733.20471
56.50000	737.58716
57.00000	742.33972
57.50000	747.09222
58.00000	753.13312
58.50000	759.40991
59.00000	766.65094
59.50000	774.39020
60.00000	782.83081
60.50000	792.05139
61.00000	801.72687
61.50000	812.52911
62.00000	823.47510
62.50000	835.69092
63.00000	847.90668
63.50000	860.95538
64.00000	874.08063
64.50000	887.88904
65.00000	901.95026
65.50000	916.61023
66.00000	931.77209
66.50000	947.62714
67.00000	964.72455
67.50000	982.12195
68.00000	1000.96143
68.50000	1019.80090
69.00000	1040.43530
69.50000	1061.09460
70.00000	1083.28699
70.50000	1105.86169
71.00000	1129.81458
71.50000	1154.63220
72.00000	1179.80945
72.50000	1205.46619
73.00000	1231.20898
73.50000	1257.21997
74.00000	1283.22363
74.50000	1309.10242
75.00000	1334.98132
75.50000	1359.68420
76.00000	1384.21289
76.50000	1407.63782
77.00000	1430.55542
77.50000	1452.62354
78.00000	1473.83936
78.50000	1494.48450
79.00000	1513.87891
79.50000	1532.95471
80.00000	1549.84814
80.50000	1566.74158
81.00000	1581.78760
81.50000	1596.71887
82.00000	1610.35291
82.50000	1623.56726
83.00000	1635.82251
83.50000	1647.35315
84.00000	1658.06885
84.50000	1667.47595
85.00000	1676.50537
85.50000	1684.00366
86.00000	1691.48340
86.50000	1697.44690
87.00000	1703.41040
87.50000	1708.18201
88.00000	1712.70276
88.50000	1716.24280
89.00000	1719.23169
89.50000	1721.69312
90.00000	1723.52124
90.50000	1725.17883
91.00000	1726.37195
91.50000	1727.52734
92.00000	1728.26392
92.50000	1729.00049
93.00000	1729.48401
93.50000	1729.93835
94.00000	1730.34302
94.50000	1730.72754
95.00000	1731.12671
95.50000	1731.53894
96.00000	1731.97131
96.50000	1732.44299
97.00000	1732.92883
97.50000	1733.49304
98.00000	1734.05725
98.50000	1734.83887
99.00000	1735.62793
99.50000	1736.64233
100.00000	1737.71985
100.50000	1739.02710
101.00000	1740.49036
101.50000	1742.15271
102.00000	1744.10217
102.50000	1746.26428
103.00000	1749.16516
103.50000	1752.09668
104.00000	1755.80713
104.50000	1759.51758
105.00000	1763.91858
105.50000	1768.43982
106.00000	1773.51001
106.50000	1778.85547
107.00000	1784.71558
107.50000	1791.13293
108.00000	1797.78845
108.50000	1805.01575
109.00000	1812.31641
109.50000	1820.22205
110.00000	1828.12756
110.50000	1836.61414
111.00000	1845.14941
111.50000	1854.18713
112.00000	1863.40466
112.50000	1872.84558
113.00000	1882.46887
113.50000	1892.11694
114.00000	1901.80835
114.50000	1911.46643
115.00000	1920.97241
115.50000	1930.47827
116.00000	1939.30872
116.50000	1948.13440
117.00000	1955.64270
117.50000	1962.83594
118.00000	1968.89197
118.50000	1974.25415
119.00000	1978.69214
119.50000	1981.93079
120.00000	1984.52100
120.50000	1985.15857
121.00000	1985.57605
121.50000	1982.74121
122.00000	1979.90637
122.50000	1975.13184
123.00000	1970.08643
123.50000	1963.76392
124.00000	1956.87170
124.50000	1949.24658
125.00000	1940.90503
125.50000	1932.31702
126.00000	1923.20483
126.50000	1914.14441
127.00000	1905.41931
127.50000	1896.69434
128.00000	1888.71130
128.50000	1880.76904
129.00000	1873.69177
129.50000	1866.88452
130.00000	1861.21240
130.50000	1856.37524
131.00000	1852.20996
131.50000	1849.09448
132.00000	1846.26868
132.50000	1844.57068
133.00000	1842.89648
133.50000	1842.48499
134.00000	1842.07349
134.50000	1842.72461
135.00000	1843.58923
135.50000	1844.99109
136.00000	1846.68628
136.50000	1848.57971
137.00000	1850.70520
137.50000	1852.90405
138.00000	1855.29626
138.50000	1857.69666
139.00000	1860.17969
139.50000	1862.66272
140.00000	1864.99353
140.50000	1867.30798
141.00000	1869.45508
141.50000	1871.53601
142.00000	1873.48425
142.50000	1875.31519
143.00000	1877.05762
143.50000	1878.63220
144.00000	1880.18262
144.50000	1881.60547
145.00000	1883.02832
145.50000	1884.62244
146.00000	1886.22119
146.50000	1888.12146
147.00000	1890.10291
147.50000	1892.43958
148.00000	1895.01111
148.50000	1898.10120
149.00000	1901.91907
149.50000	1906.02283
150.00000	1911.08276
150.50000	1916.19263
151.00000	1922.38306
151.50000	1928.57336
152.00000	1935.67932
152.50000	1942.93640
153.00000	1950.89197
153.50000	1959.18774
154.00000	1967.67200
154.50000	1976.35510
155.00000	1984.99548
155.50000	1993.53613
156.00000	2002.02307
156.50000	2010.09583
157.00000	2018.16870
157.50000	2025.34973
158.00000	2032.46252
158.50000	2038.39490
159.00000	2043.91870
159.50000	2048.73853
160.00000	2052.99854
160.50000	2056.82666
161.00000	2059.92236
161.50000	2062.82690
162.00000	2064.89014
162.50000	2066.95337
163.00000	2068.27637
163.50000	2069.59912
164.00000	2071.01440
164.50000	2072.45093
165.00000	2074.17603
165.50000	2076.07251
166.00000	2078.31641
166.50000	2080.99878
167.00000	2084.08081
167.50000	2088.32422
168.00000	2092.66870
168.50000	2098.35376
169.00000	2104.03857
169.50000	2110.71509
170.00000	2117.52148
170.50000	2124.94678
171.00000	2132.63965
171.50000	2140.57764
172.00000	2148.74878
172.50000	2156.71582
173.00000	2164.26172
173.50000	2171.62793
174.00000	2177.89355
174.50000	2184.15918
175.00000	2188.74072
175.50000	2193.24170
176.00000	2195.85547
176.50000	2197.90137
177.00000	2197.83521
177.50000	2196.25708
178.00000	2193.67383
178.50000	2189.56299
179.00000	2184.99048
179.50000	2178.69092
180.00000	2172.34668
180.50000	2164.26392
181.00000	2156.18091
181.50000	2147.19775
182.00000	2138.04199
182.50000	2129.15234
183.00000	2120.40381
183.50000	2112.11108
184.00000	2104.33813
184.50000	2096.96875
185.00000	2090.63037
185.50000	2084.51343
186.00000	2080.49146
186.50000	2076.46948
187.00000	2074.39331
187.50000	2072.51050
188.00000	2071.66724
188.50000	2071.22070
189.00000	2071.35254
189.50000	2071.98096
190.00000	2072.83179
190.50000	2074.09131
191.00000	2075.31934
191.50000	2076.38916
192.00000	2077.45898
192.50000	2078.01123
193.00000	2078.55322
193.50000	2078.62012
194.00000	2078.56372
194.50000	2078.13257
195.00000	2077.46045
195.50000	2076.60645
196.00000	2075.50366
196.50000	2074.45337
197.00000	2073.57275
197.50000	2072.71875
198.00000	2072.36646
198.50000	2072.01392
199.00000	2072.35571
199.50000	2072.80591
200.00000	2074.21045
200.50000	2076.06641
201.00000	2078.62134
201.50000	2081.89526
202.00000	2085.52417
202.50000	2089.95410
203.00000	2094.51392
203.50000	2100.01709
204.00000	2105.52002
204.50000	2112.01343
205.00000	2118.57520
205.50000	2125.89844
206.00000	2133.47632
206.50000	2141.47925
207.00000	2149.81128
207.50000	2158.44482
208.00000	2167.57544
208.50000	2176.87134
209.00000	2186.86377
209.50000	2196.86499
210.00000	2208.31665
210.50000	2219.76831
211.00000	2232.18921
211.50000	2244.82300
212.00000	2258.17480
212.50000	2271.94092
213.00000	2286.18359
213.50000	2301.01318
214.00000	2316.11182
214.50000	2331.96777
215.00000	2347.84741
215.50000	2364.01489
216.00000	2380.18213
216.50000	2396.11060
217.00000	2412.00952
217.50000	2427.41455
218.00000	2442.61230
218.50000	2457.10132
219.00000	2470.93286
219.50000	2483.91992
220.00000	2495.21411
220.50000	2506.15845
221.00000	2515.07056
221.50000	2523.98291
222.00000	2530.43359
222.50000	2536.78467
223.00000	2541.04077
223.50000	2544.68921
224.00000	2546.13428
224.50000	2546.04346
225.00000	2544.89331
225.50000	2542.17627
226.00000	2538.96167
226.50000	2533.95776
227.00000	2528.88892
227.50000	2521.82935
228.00000	2514.76978
228.50000	2505.97729
229.00000	2496.86841
229.50000	2486.85400
230.00000	2476.37231
230.50000	2465.56201
231.00000	2454.38623
231.50000	2443.10815
232.00000	2431.57715
232.50000	2420.04858
233.00000	2408.54150
233.50000	2397.03418
234.00000	2386.27246
234.50000	2375.57886
235.00000	2365.67749
235.50000	2356.06885
236.00000	2347.18237
236.50000	2338.90015
237.00000	2331.17114
237.50000	2324.43213
238.00000	2318.09131
238.50000	2313.65771
239.00000	2309.22437
239.50000	2306.70630
240.00000	2304.21411
240.50000	2303.01392
241.00000	2302.13525
241.50000	2302.13770
242.00000	2302.69165
242.50000	2303.80127
243.00000	2305.64966
243.50000	2307.67383
244.00000	2310.24512
244.50000	2312.82056
245.00000	2315.46680
245.50000	2318.11304
246.00000	2320.55493
246.50000	2322.96680
247.00000	2325.01465
247.50000	2326.89575
248.00000	2328.16553
248.50000	2328.82275
249.00000	2329.15845
249.50000	2328.79077
250.00000	2328.30029
250.50000	2326.97217
251.00000	2325.64404
251.50000	2323.48682
252.00000	2321.27832
252.50000	2318.44507
253.00000	2315.41016
253.50000	2312.15918
254.00000	2308.74536
254.50000	2305.31641
255.00000	2301.86255
255.50000	2298.43799
256.00000	2295.13184
256.50000	2291.83032
257.00000	2288.87866
257.50000	2285.92725
258.00000	2283.54639
258.50000	2281.28516
259.00000	2279.37329
259.50000	2277.65723
260.00000	2276.17212
260.50000	2274.96436
261.00000	2273.87939
261.50000	2273.12939
262.00000	2272.41577
262.50000	2272.10327
263.00000	2271.79077
263.50000	2271.67871
264.00000	2271.58936
264.50000	2271.59424
265.00000	2271.63721
265.50000	2271.73120
266.00000	2271.87109
266.50000	2272.04077
267.00000	2272.26807
267.50000	2272.51733
268.00000	2272.88892
268.50000	2273.26025
269.00000	2273.78711
269.50000	2274.31909
270.00000	2274.99243
270.50000	2275.70508
271.00000	2276.53296
271.50000	2277.43872
272.00000	2278.43042
272.50000	2279.54614
273.00000	2280.67017
273.50000	2281.82324
274.00000	2282.97314
274.50000	2284.04199
275.00000	2285.11108
275.50000	2286.01587
276.00000	2286.89258
276.50000	2287.51465
277.00000	2288.00928
277.50000	2288.23389
278.00000	2288.16675
278.50000	2287.96899
279.00000	2287.45850
279.50000	2286.90698
280.00000	2286.02026
280.50000	2285.13354
281.00000	2283.98682
281.50000	2282.81812
282.00000	2281.62915
282.50000	2280.43286
283.00000	2279.40430
283.50000	2278.51270
284.00000	2277.79028
284.50000	2277.36230
285.00000	2277.04053
285.50000	2277.20630
286.00000	2277.37183
286.50000	2278.36157
287.00000	2279.35669
287.50000	2281.00464
288.00000	2282.80811
288.50000	2284.92188
289.00000	2287.22412
289.50000	2289.67407
290.00000	2292.31519
290.50000	2294.99634
291.00000	2297.79736
291.50000	2300.58545
